student_id,semester,age,gender,level,faculty,city_type,sleep_hours,study_hours,screen_hours_academic,screen_hours_leisure,physical_activity_hours,academic_pressure,social_support,financial_stress,gpa,exam_period,anxiety_score,depressive_symptoms,stress_level,burnout_risk
1039,2024S2,20,M,Bac,Médecine,Rural,4.9,0.0,2.9,3.4,2.0,5,3,1,13.0,0,4.5,1.5,2,Faible
1039,2024S1,23,M,L3,Gestion,Urbain,5.7,1.1,3.8,4.6,3.6,4,5,4,10.1,1,6.5,2.9,3,Faible
1040,2024S1,27,M,L2,Lettres,Rural,6.4,4.4,5.3,3.6,2.7,1,4,4,14.9,0,4.5,1.4,2,Faible
1040,2024S2,21,M,Bac,Sciences,Urbain,7.0,1.4,1.5,6.1,2.2,5,2,5,10.4,0,4.9,3.9,3,Faible
1041,2023S1,22,F,L1,Sciences,Urbain,7.5,1.9,2.5,4.8,2.4,1,1,3,18.0,0,4.4,4.4,2,Faible
1041,2024S2,26,F,Bac,Sciences,Urbain,6.1,3.1,2.4,6.1,2.6,4,3,1,10.1,1,5.9,3.8,4,Moyen
1042,2023S1,20,M,Bac,Sciences,Urbain,6.0,5.6,3.1,5.3,0.1,1,2,5,14.4,0,4.0,4.2,2,Faible
1042,2023S2,18,M,M1,Sciences,Rural,7.5,3.0,2.2,2.6,2.2,4,2,5,8.2,0,3.1,3.5,3,Faible
1043,2023S1,26,M,L3,Ingénierie,Urbain,5.8,4.1,4.2,0.8,2.4,3,4,1,10.6,1,3.1,2.7,2,Faible
1043,2023S1,25,M,L2,Sciences,Rural,7.3,4.0,4.1,2.5,2.6,2,4,3,10.2,0,1.6,2.3,2,Faible
1044,2023S2,26,M,Bac,Gestion,Urbain,4.0,1.6,3.5,8.2,1.3,1,1,3,7.9,0,5.5,3.1,2,Faible
1044,2023S1,23,F,Bac,Ingénierie,Rural,7.0,5.3,3.9,6.0,3.8,5,1,4,10.3,0,3.2,3.1,4,Moyen
1045,2024S2,20,F,M1,Sciences,Urbain,9.3,9.0,2.3,4.2,2.3,3,2,3,13.1,1,3.7,3.7,4,Moyen
1045,2023S1,19,F,Bac,Ingénierie,Urbain,5.0,1.0,3.5,6.8,1.4,2,3,5,11.3,1,2.6,5.5,2,Faible
1046,2023S2,26,F,L1,Sciences,Urbain,8.3,2.7,0.5,4.1,2.6,5,2,4,15.6,1,6.8,5.1,3,Faible
1046,2024S2,19,M,L1,Gestion,Urbain,7.3,2.0,5.3,4.2,3.6,5,3,2,9.2,0,3.2,2.4,3,Faible
1047,2023S2,25,M,L2,Ingénierie,Rural,7.5,4.1,2.5,4.8,0.9,4,4,4,14.1,0,4.8,2.5,3,Faible
1047,2023S2,21,M,L1,Sciences,Urbain,7.2,1.6,2.6,3.2,0.7,2,3,5,10.2,0,1.9,3.1,2,Faible
1048,2024S1,19,F,L1,Ingénierie,Urbain,5.4,7.0,1.8,2.2,3.2,5,3,1,15.4,1,6.2,1.0,4,Moyen
1048,2024S1,21,F,M1,Sciences,Urbain,4.5,7.3,3.8,4.9,3.4,5,4,1,14.4,1,6.7,3.2,4,Moyen
1049,2023S2,18,F,L2,Lettres,Urbain,7.0,5.9,2.5,4.0,1.8,5,5,1,15.0,0,4.6,1.0,4,Moyen
1049,2023S2,27,F,Bac,Droit,Urbain,6.1,6.4,4.6,3.5,1.7,3,2,5,11.5,0,4.3,1.5,4,Moyen
1050,2023S2,20,F,L3,Sciences,Rural,4.4,4.7,1.6,5.1,3.3,2,1,4,16.0,0,5.3,4.5,3,Faible
1050,2024S1,26,F,Bac,Gestion,Urbain,5.7,6.7,3.7,3.2,0.8,4,3,1,7.0,1,4.0,3.8,4,Moyen
1051,2024S1,18,F,L1,Ingénierie,Rural,4.8,3.9,4.3,5.6,0.0,3,1,3,13.3,1,6.1,2.9,4,Moyen
1051,2023S1,18,F,L2,Sciences,Rural,9.0,3.4,4.9,1.6,2.2,3,1,2,12.4,0,3.8,3.7,2,Faible
1052,2023S1,24,M,L1,Sciences,Rural,7.5,5.8,4.7,1.4,2.2,3,2,1,14.5,1,2.0,1.6,3,Faible
1052,2023S2,17,F,L1,Lettres,Urbain,4.9,3.7,1.9,1.4,3.4,4,5,1,11.8,0,6.9,2.0,3,Faible
1053,2024S2,23,F,L3,Ingénierie,Urbain,7.0,8.8,3.6,4.0,3.2,4,5,2,9.0,0,4.5,2.8,3,Faible
1053,2024S2,21,F,M1,Droit,Urbain,4.7,6.6,3.3,1.3,4.5,3,5,3,8.7,0,4.2,3.2,3,Faible
1054,2024S1,27,F,L2,Ingénierie,Rural,3.8,3.4,1.6,7.5,2.4,3,5,2,12.0,0,4.9,2.9,2,Faible
1054,2024S1,24,M,Bac,Sciences,Rural,5.3,4.2,3.5,7.4,5.3,1,4,1,11.2,0,2.6,1.0,2,Faible
1055,2024S1,17,M,L1,Lettres,Urbain,6.1,4.2,1.0,4.8,3.8,4,1,1,14.6,0,4.2,3.2,3,Faible
1055,2023S2,27,F,L1,Droit,Urbain,6.8,3.0,3.9,5.9,2.2,5,1,4,14.9,1,6.1,6.4,4,Moyen
1056,2024S2,23,M,L1,Lettres,Rural,7.5,6.3,5.7,2.3,3.6,2,4,5,12.1,0,4.5,3.7,3,Faible
1056,2023S1,21,F,L1,Gestion,Urbain,5.8,2.8,5.3,6.3,0.7,2,2,4,12.1,0,4.7,2.3,4,Moyen
1057,2023S2,20,M,L2,Ingénierie,Urbain,7.2,4.3,4.2,3.4,1.6,2,3,4,15.2,0,2.9,2.7,3,Faible
1057,2023S1,23,F,Bac,Sciences,Rural,4.1,3.0,4.0,3.9,1.8,3,5,4,11.3,1,4.0,2.7,4,Moyen
1058,2023S1,26,F,L1,Sciences,Rural,8.4,3.4,3.3,3.6,1.7,4,5,4,11.4,0,4.6,1.0,2,Faible
1058,2023S2,18,M,L2,Ingénierie,Rural,4.1,6.0,7.4,2.6,3.3,1,4,4,8.0,0,4.9,3.2,2,Faible
1059,2023S1,17,M,L1,Droit,Urbain,5.6,5.9,3.1,5.2,3.7,1,5,3,14.6,1,2.9,2.3,2,Faible
1059,2024S2,17,M,M2,Gestion,Urbain,5.3,3.8,1.1,2.9,3.2,2,4,5,11.7,0,3.9,3.0,2,Faible
1060,2023S1,27,F,L1,Lettres,Urbain,4.3,6.8,4.9,3.5,1.1,5,3,5,15.4,0,6.1,3.7,5,Moyen
1060,2024S2,17,F,M1,Ingénierie,Urbain,6.8,5.6,4.3,0.0,3.0,5,1,5,8.4,0,4.9,3.2,5,Moyen
1061,2024S2,21,M,M1,Gestion,Urbain,8.7,4.7,1.5,4.7,3.8,5,5,3,10.5,0,5.8,3.5,3,Faible
1061,2024S2,26,F,L3,Lettres,Rural,3.8,6.3,2.8,3.8,3.1,5,2,3,14.8,0,4.0,3.4,4,Moyen
1062,2024S1,23,F,Bac,Médecine,Rural,3.1,7.3,3.8,2.1,0.0,1,4,3,13.0,1,2.6,2.9,3,Faible
1062,2023S1,18,F,M1,Ingénierie,Urbain,5.1,5.4,2.5,3.5,0.5,1,3,1,8.5,0,4.8,3.4,2,Faible
1063,2023S2,26,F,Bac,Gestion,Urbain,6.0,5.0,5.2,3.1,2.8,4,2,5,14.8,1,5.8,4.3,4,Moyen
1063,2023S2,24,F,Bac,Gestion,Urbain,7.4,0.7,2.1,0.9,3.7,1,1,2,8.1,0,3.1,2.0,1,Faible
1064,2023S1,20,F,L1,Droit,Urbain,5.6,5.0,3.0,7.2,0.5,4,2,4,14.5,0,4.4,3.7,4,Moyen
1064,2024S1,19,F,Bac,Ingénierie,Urbain,3.7,5.4,2.7,6.8,2.0,4,4,1,9.1,0,5.6,2.3,2,Faible
1065,2024S1,26,M,Bac,Sciences,Urbain,8.1,5.1,4.3,5.4,2.1,3,5,1,15.6,0,3.8,1.6,1,Faible
1065,2024S2,27,F,L1,Médecine,Urbain,5.0,2.7,4.6,6.5,0.5,1,1,4,12.3,0,4.2,2.6,2,Faible
1066,2023S1,24,F,Bac,Sciences,Rural,7.2,3.1,4.3,3.0,2.4,5,4,1,13.0,1,4.7,1.9,3,Faible
1066,2023S1,18,M,L2,Gestion,Urbain,4.7,5.9,0.2,4.0,2.6,2,3,3,11.8,0,4.8,4.5,2,Faible
1067,2023S2,27,M,Bac,Sciences,Urbain,6.0,3.7,3.8,2.9,2.3,4,2,1,12.3,0,5.5,2.1,4,Moyen
1067,2023S1,27,F,L2,Droit,Rural,6.8,4.9,4.4,4.5,3.5,2,2,5,12.2,0,4.9,4.7,3,Faible
1068,2024S1,19,M,M2,Lettres,Urbain,5.1,0.3,4.6,5.9,1.9,5,1,5,14.1,0,6.0,4.1,4,Moyen
1068,2023S1,19,F,L1,Sciences,Rural,6.9,4.5,3.2,3.8,3.1,4,1,2,11.8,1,4.5,3.5,4,Moyen
1069,2023S2,26,M,L2,Sciences,Urbain,5.8,6.1,3.5,1.4,2.6,4,3,5,16.4,0,5.4,2.3,4,Moyen
1069,2024S2,27,F,M2,Médecine,Rural,5.7,5.1,2.5,4.8,3.0,1,3,4,9.8,0,5.1,4.6,3,Faible
1070,2023S2,17,F,Bac,Lettres,Urbain,8.4,4.2,5.8,2.8,1.3,3,1,4,14.6,1,3.8,6.4,4,Moyen
1070,2023S2,22,M,L1,Sciences,Urbain,6.8,2.4,1.1,5.9,2.8,2,4,5,13.7,0,3.5,2.6,3,Faible
1071,2024S2,18,M,M1,Sciences,Urbain,7.0,0.9,4.3,7.7,3.7,5,4,3,15.7,0,5.4,4.2,3,Faible
1071,2023S2,17,F,M1,Médecine,Rural,7.3,2.9,1.7,6.1,3.4,3,1,5,12.4,1,5.2,2.6,4,Moyen
1072,2023S2,18,F,L2,Gestion,Urbain,7.1,6.6,2.6,3.6,3.8,3,2,3,13.0,0,3.9,3.1,3,Faible
1072,2023S1,22,F,Bac,Sciences,Urbain,6.8,4.4,3.4,4.2,2.3,1,5,4,13.0,0,3.9,1.7,2,Faible
1073,2023S1,20,M,M1,Gestion,Urbain,8.0,5.9,0.0,3.8,4.4,4,3,5,8.4,0,3.3,3.8,2,Faible
1073,2024S2,22,F,Bac,Droit,Urbain,5.0,7.4,1.0,2.2,1.6,5,4,2,13.2,1,5.4,2.7,3,Faible
1074,2023S1,25,F,L1,Sciences,Urbain,6.5,4.7,0.6,2.9,1.6,3,5,4,18.0,0,6.1,3.1,3,Faible
1074,2023S1,26,F,L1,Médecine,Rural,5.9,6.2,4.3,3.7,4.6,3,2,2,16.8,1,5.1,4.3,3,Faible
1075,2023S2,26,M,L1,Sciences,Rural,6.5,6.8,5.3,3.6,2.7,2,3,4,9.7,1,3.2,4.9,3,Faible
1075,2024S1,24,M,L3,Sciences,Urbain,5.3,1.7,0.6,1.6,3.4,5,4,1,6.6,1,4.6,2.3,3,Faible
1076,2023S1,17,M,L3,Sciences,Urbain,4.0,3.0,3.2,4.1,0.0,5,4,1,12.2,1,4.1,4.2,3,Faible
1076,2024S1,24,F,L3,Ingénierie,Urbain,7.4,1.1,4.0,3.9,2.5,3,2,1,15.2,1,5.8,4.2,2,Faible
1077,2023S1,25,M,Bac,Lettres,Urbain,9.7,0.9,4.0,0.0,2.4,4,2,2,11.9,0,2.4,4.3,1,Faible
1077,2023S1,22,M,L2,Gestion,Urbain,7.8,3.5,7.1,3.8,2.9,5,4,3,17.7,1,1.8,3.2,3,Faible
1078,2024S2,26,M,L3,Sciences,Rural,7.5,4.0,3.8,0.0,2.8,5,4,4,9.7,1,3.3,3.6,3,Faible
1078,2024S2,21,F,L1,Sciences,Urbain,6.7,0.8,1.8,2.0,1.5,2,5,1,12.7,0,3.5,2.1,1,Faible
1079,2024S2,22,F,M1,Gestion,Urbain,6.1,5.4,4.8,1.6,5.7,2,2,2,11.7,1,3.1,5.3,3,Faible
1079,2024S1,22,M,L3,Sciences,Rural,6.2,3.5,6.4,3.5,0.8,2,2,4,14.2,0,4.1,4.3,3,Faible
1080,2023S2,25,F,L2,Ingénierie,Urbain,6.1,7.4,1.2,2.6,1.6,4,5,1,14.4,1,5.0,2.4,2,Faible
1080,2023S1,20,F,Bac,Médecine,Urbain,5.4,4.9,4.5,3.3,3.4,4,2,1,15.6,1,4.1,3.4,3,Faible
1081,2023S1,18,M,L2,Droit,Rural,4.0,4.9,3.6,7.8,0.5,5,1,1,11.6,1,4.5,3.8,5,Moyen
1081,2023S1,27,M,M1,Sciences,Urbain,6.6,4.1,1.8,2.1,1.9,4,3,2,15.8,1,5.7,5.4,2,Faible
1082,2024S1,27,M,L1,Gestion,Urbain,5.9,4.3,2.4,6.2,3.2,2,1,3,13.0,1,4.4,3.5,3,Faible
1082,2024S2,25,M,L3,Sciences,Urbain,7.9,5.2,6.4,5.2,1.3,4,2,1,16.1,0,1.0,3.8,3,Faible
1083,2023S2,18,F,L1,Gestion,Urbain,7.3,6.3,4.9,4.8,1.0,5,5,1,16.5,1,2.9,2.5,3,Faible
1083,2024S1,26,F,L2,Gestion,Urbain,3.5,1.8,4.3,6.5,2.7,3,4,3,12.1,1,2.9,1.2,2,Faible
1084,2024S2,25,F,L2,Lettres,Urbain,8.7,2.8,0.8,3.1,2.3,1,2,3,10.0,1,2.8,3.5,1,Faible
1084,2024S1,18,F,L2,Médecine,Urbain,5.6,5.1,4.7,3.7,1.1,4,4,5,12.6,1,5.4,4.7,3,Faible
1085,2023S2,24,F,M1,Ingénierie,Urbain,5.8,4.4,5.5,2.3,2.2,3,3,1,15.0,1,4.1,3.0,2,Faible
1085,2024S2,25,F,Bac,Sciences,Rural,4.0,6.1,1.0,0.0,2.0,5,1,4,7.5,0,4.9,2.6,4,Moyen
1086,2024S1,26,M,L1,Sciences,Urbain,6.7,3.2,3.5,4.2,3.5,3,3,5,10.5,0,5.5,5.2,3,Faible
1086,2023S2,25,M,L3,Médecine,Rural,6.9,7.0,5.3,7.4,0.6,3,4,4,14.0,1,4.7,2.3,3,Faible
1087,2023S1,26,M,Bac,Lettres,Rural,8.7,3.5,5.1,1.2,0.8,3,3,3,6.0,1,2.7,2.7,3,Faible
1087,2023S2,25,M,L1,Médecine,Rural,7.5,3.9,4.7,1.4,1.7,2,4,5,8.9,0,2.7,2.3,1,Faible
1088,2023S1,18,M,Bac,Gestion,Urbain,5.6,6.7,3.6,4.6,1.6,4,1,2,10.2,0,3.7,2.3,4,Moyen
1088,2024S1,20,M,Bac,Ingénierie,Urbain,3.8,5.6,5.5,3.5,3.4,3,4,5,11.7,1,4.8,3.5,5,Moyen
1089,2024S2,23,M,L2,Ingénierie,Urbain,5.5,8.5,3.8,7.0,2.2,5,1,5,11.0,1,5.6,4.9,5,Moyen
1089,2024S2,18,M,L3,Ingénierie,Rural,7.8,6.4,4.5,3.0,3.0,1,2,3,11.1,0,3.5,2.6,2,Faible
1090,2024S1,17,M,Bac,Sciences,Urbain,5.7,7.1,4.1,7.1,4.2,1,4,1,8.0,0,2.3,2.8,3,Faible
1090,2024S2,19,M,Bac,Ingénierie,Rural,4.8,3.9,1.6,4.9,0.8,1,3,3,17.3,1,2.3,4.4,2,Faible
1091,2024S2,20,M,Bac,Lettres,Urbain,6.5,7.1,1.8,6.3,4.2,2,5,3,10.2,1,4.4,2.3,3,Faible
1091,2023S1,24,F,L1,Ingénierie,Urbain,5.8,4.6,0.9,2.4,2.1,4,3,3,6.3,1,5.9,1.7,3,Faible
1092,2024S1,22,F,Bac,Gestion,Urbain,5.7,0.1,2.8,3.6,0.0,1,5,4,15.4,1,5.9,5.2,2,Faible
1092,2023S2,27,F,L1,Lettres,Urbain,5.3,5.4,5.0,4.3,2.4,2,3,2,9.7,0,4.4,2.2,2,Faible
1093,2023S1,18,F,L3,Ingénierie,Urbain,6.5,5.6,4.1,4.7,0.0,5,4,4,8.4,0,4.2,1.1,4,Moyen
1093,2024S1,25,F,L2,Lettres,Rural,7.7,2.3,3.4,2.5,0.0,5,2,5,14.0,0,5.5,3.8,3,Faible
1094,2023S1,18,F,L1,Ingénierie,Urbain,7.0,5.2,5.9,3.0,0.5,2,4,3,10.4,0,3.4,3.9,2,Faible
1094,2023S2,21,F,L2,Ingénierie,Urbain,3.6,4.7,3.0,7.1,1.9,4,1,1,12.5,0,3.4,3.9,4,Moyen
1095,2023S2,20,F,M1,Sciences,Urbain,8.5,6.9,4.5,5.8,0.1,5,2,3,10.1,0,4.4,2.4,3,Faible
1095,2024S1,23,M,L1,Sciences,Urbain,7.4,5.4,2.9,1.5,3.9,4,4,4,10.6,0,4.8,1.0,2,Faible
1096,2023S2,24,F,L1,Gestion,Urbain,6.7,4.5,0.8,4.5,3.7,2,2,2,9.0,1,5.5,3.4,3,Faible
1096,2023S1,21,M,L2,Lettres,Rural,6.9,1.8,2.1,6.4,5.9,5,1,4,8.4,0,5.0,3.8,4,Moyen
1097,2023S2,26,M,Bac,Sciences,Rural,7.1,0.6,2.1,2.5,1.9,5,5,3,18.0,0,3.8,4.0,4,Moyen
1097,2023S1,21,M,L2,Sciences,Rural,6.8,7.0,0.9,5.1,1.3,3,2,2,9.5,0,1.7,4.4,3,Faible
1098,2023S1,18,M,L3,Ingénierie,Urbain,5.0,5.3,3.2,5.1,2.3,5,2,1,7.6,0,3.6,3.0,4,Moyen
1098,2023S2,24,F,L1,Gestion,Urbain,7.0,4.0,2.2,0.6,3.3,1,1,4,15.4,1,2.3,2.8,2,Faible
1099,2024S1,18,F,L2,Ingénierie,Rural,6.5,5.6,6.2,2.4,3.9,3,4,4,12.8,0,6.2,2.4,4,Moyen
1099,2024S2,26,F,L2,Médecine,Urbain,6.9,4.0,3.1,2.9,1.1,2,5,5,12.1,1,3.8,3.3,3,Faible
1100,2023S2,22,F,Bac,Gestion,Urbain,5.4,0.5,2.0,4.0,3.5,1,2,2,10.5,1,3.6,2.1,2,Faible
1100,2023S1,24,M,Bac,Ingénierie,Rural,7.8,6.5,1.5,2.9,3.5,1,2,4,10.8,1,4.6,4.8,3,Faible
1101,2023S1,22,F,M1,Droit,Rural,5.5,6.8,1.5,4.8,6.4,4,2,5,11.1,0,5.7,4.4,4,Moyen
1101,2023S2,20,F,M1,Ingénierie,Urbain,6.2,3.8,5.1,3.4,4.1,3,2,1,15.4,1,3.9,1.2,2,Faible
1102,2024S1,20,F,L3,Droit,Urbain,5.6,4.4,5.2,0.9,4.8,4,1,4,11.3,0,6.2,3.1,3,Faible
1102,2024S1,22,F,M1,Sciences,Urbain,4.9,3.3,0.0,0.0,5.0,3,2,4,15.4,1,4.0,5.6,3,Faible
1103,2023S1,20,M,L1,Sciences,Urbain,7.3,8.2,7.4,2.9,1.0,3,5,3,11.8,1,4.5,4.4,3,Faible
1103,2023S1,24,M,Bac,Lettres,Urbain,5.6,6.9,3.6,4.3,0.9,1,1,4,11.4,1,2.3,4.4,3,Faible
1104,2024S1,25,F,L1,Gestion,Urbain,6.5,2.9,5.3,4.0,3.5,5,2,1,8.9,0,5.0,3.9,3,Faible
1104,2024S2,17,F,Bac,Lettres,Urbain,4.4,5.7,2.1,1.8,1.5,4,5,5,18.0,0,6.5,5.2,4,Moyen
1105,2023S2,20,F,L3,Ingénierie,Rural,3.8,2.7,1.7,5.7,3.2,4,3,2,12.0,0,6.2,2.9,3,Faible
1105,2023S1,20,F,M2,Droit,Rural,8.7,2.9,3.1,3.2,1.9,1,3,1,12.0,0,3.7,1.2,1,Faible
1106,2023S1,18,M,L3,Sciences,Urbain,8.5,3.6,4.2,5.7,2.6,5,5,2,17.6,1,8.0,3.6,2,Faible
1106,2024S1,22,F,L2,Sciences,Urbain,5.5,3.3,3.9,5.8,2.5,3,2,1,13.2,0,3.9,3.8,2,Faible
1107,2023S2,19,M,L1,Ingénierie,Urbain,6.9,1.4,5.6,5.6,3.1,3,2,5,13.6,1,3.3,2.8,3,Faible
1107,2024S1,23,M,Bac,Lettres,Urbain,5.7,7.2,0.3,5.3,0.2,5,1,3,12.2,0,5.7,4.2,4,Moyen
1108,2023S2,27,F,L1,Gestion,Urbain,7.2,4.9,5.1,1.6,0.1,3,2,5,9.7,1,3.3,3.5,3,Faible
1108,2023S2,27,F,L2,Ingénierie,Rural,4.8,7.6,4.4,3.6,1.9,4,1,2,15.7,0,3.5,1.6,4,Moyen
1109,2023S2,21,M,L1,Ingénierie,Urbain,4.7,4.2,4.1,7.0,2.2,4,2,2,7.8,1,4.8,3.5,4,Moyen
1109,2023S1,20,M,M1,Sciences,Urbain,6.3,1.6,1.1,3.5,4.5,4,4,4,9.1,1,7.2,4.6,3,Moyen
1110,2024S2,21,F,M1,Ingénierie,Urbain,6.8,6.6,2.1,0.9,2.6,1,4,3,9.7,0,4.1,3.3,2,Faible
1110,2024S1,24,M,Bac,Médecine,Urbain,5.3,5.0,4.6,5.4,2.4,3,5,5,12.8,1,5.3,3.6,3,Faible
1111,2024S2,19,M,Bac,Gestion,Urbain,4.5,4.0,0.0,5.1,1.6,1,4,5,12.0,1,2.2,2.2,3,Faible
1111,2024S1,23,F,L2,Gestion,Urbain,8.1,6.9,0.1,3.8,2.8,3,3,2,6.4,1,3.1,3.7,2,Faible
1112,2023S2,22,M,Bac,Droit,Urbain,5.6,1.8,4.3,3.4,1.7,4,3,3,18.0,1,6.7,2.8,3,Faible
1112,2023S1,17,F,L3,Sciences,Urbain,5.7,6.5,4.5,4.5,0.2,4,1,5,14.3,1,4.8,3.7,5,Moyen
1113,2024S2,23,F,L2,Ingénierie,Urbain,8.0,5.9,2.2,5.5,3.6,5,3,3,10.5,0,7.2,3.9,3,Moyen
1113,2023S1,23,M,Bac,Médecine,Urbain,9.4,5.0,2.2,4.2,1.3,3,2,3,13.3,0,3.9,2.2,2,Faible
1114,2024S1,17,M,L1,Gestion,Urbain,6.8,1.5,5.2,5.2,1.4,2,1,5,13.3,1,3.9,4.1,3,Faible
1114,2023S1,25,F,L1,Médecine,Rural,7.5,6.4,5.1,7.3,0.0,1,4,3,11.0,1,2.9,2.2,3,Faible
1115,2023S1,22,F,M1,Droit,Urbain,4.7,6.0,2.9,3.5,2.6,4,4,1,13.2,0,4.7,2.1,3,Faible
1115,2024S2,18,M,Bac,Gestion,Rural,7.3,5.0,1.3,9.4,4.6,5,3,2,13.2,0,2.9,1.0,2,Faible
1116,2023S2,21,M,M1,Sciences,Urbain,7.5,4.4,6.2,7.6,0.0,5,3,3,15.3,1,6.0,4.2,4,Moyen
1116,2023S1,27,M,L2,Sciences,Urbain,5.0,2.2,1.2,3.1,0.0,4,2,3,12.2,1,5.6,4.3,3,Faible
1117,2023S2,20,M,L3,Lettres,Urbain,5.6,2.3,4.7,8.1,2.6,3,4,1,13.0,1,4.1,5.0,3,Faible
1117,2024S1,23,M,Bac,Gestion,Urbain,8.0,2.9,5.7,2.9,2.4,5,3,4,11.4,0,4.5,3.7,3,Faible
1118,2023S1,24,F,L2,Sciences,Urbain,5.9,1.3,3.5,8.9,1.3,3,4,3,10.7,0,5.2,2.1,3,Faible
1118,2024S2,27,F,L2,Sciences,Urbain,8.3,1.4,2.4,3.5,1.2,5,4,5,9.7,0,7.1,4.7,3,Moyen
1119,2024S1,27,F,L2,Gestion,Rural,6.3,3.6,0.6,5.0,2.4,1,3,4,9.6,1,5.5,4.6,3,Faible
1119,2024S1,17,M,L3,Gestion,Urbain,6.3,1.8,3.6,5.0,0.0,3,4,4,10.6,1,4.7,5.1,4,Moyen
1120,2024S2,21,M,L2,Sciences,Urbain,7.7,4.0,0.9,3.2,0.0,5,3,1,11.3,0,3.4,1.0,3,Faible
1120,2023S1,19,F,M1,Médecine,Urbain,9.2,4.6,4.1,4.9,0.5,4,5,5,15.0,0,2.2,2.8,2,Faible
1121,2023S1,17,F,Bac,Ingénierie,Urbain,7.2,1.6,0.0,6.3,1.4,2,3,4,10.9,0,3.8,2.5,2,Faible
1121,2024S1,19,F,L3,Droit,Rural,6.5,6.2,0.5,4.2,1.5,4,4,3,11.0,1,3.8,4.9,3,Faible
1122,2023S1,22,F,Bac,Sciences,Rural,8.1,6.5,3.7,4.5,0.0,3,5,1,11.1,0,3.7,3.5,2,Faible
1122,2023S2,23,F,L3,Gestion,Urbain,8.2,0.1,5.0,5.6,0.0,4,4,1,11.9,1,4.5,4.2,2,Faible
1123,2024S2,24,F,M1,Médecine,Urbain,7.0,7.2,3.0,1.8,2.9,4,4,1,17.1,0,5.0,1.2,3,Faible
1123,2023S2,27,F,L1,Sciences,Rural,6.8,5.6,5.4,4.2,2.8,2,5,2,10.9,0,2.1,2.6,3,Faible
1124,2023S1,20,F,L2,Médecine,Urbain,7.3,4.7,2.5,6.5,3.3,4,2,4,13.7,1,3.6,1.8,5,Moyen
1124,2024S1,19,M,L2,Sciences,Urbain,4.3,7.4,7.4,3.4,2.8,5,5,5,13.0,0,5.3,2.0,3,Faible
1125,2024S2,21,F,Bac,Gestion,Rural,4.8,4.7,1.1,5.2,1.8,1,4,5,12.2,0,4.3,3.7,3,Faible
1125,2023S1,25,M,L1,Gestion,Urbain,6.6,2.9,2.2,0.7,0.5,2,4,2,9.1,1,4.0,3.4,2,Faible
1126,2023S1,22,M,L1,Sciences,Urbain,5.2,1.5,5.9,4.2,0.5,3,2,3,13.6,0,7.5,4.1,2,Faible
1126,2024S1,25,M,M1,Sciences,Rural,6.4,4.3,3.0,3.7,0.7,5,5,4,6.2,1,2.6,2.7,3,Faible
1127,2024S1,22,M,M1,Lettres,Rural,6.6,4.3,5.2,4.1,3.2,3,3,1,8.9,0,5.2,3.0,3,Faible
1127,2023S2,18,F,L3,Ingénierie,Rural,4.9,1.1,1.1,3.7,2.8,2,4,2,10.4,0,5.3,2.6,2,Faible
1128,2024S2,21,F,L2,Médecine,Urbain,7.1,3.8,1.8,6.5,0.6,2,5,2,11.3,0,2.4,4.5,1,Faible
1128,2024S2,27,M,L3,Ingénierie,Rural,3.6,7.6,4.6,2.2,2.6,4,1,4,12.3,0,4.8,3.3,4,Moyen
1129,2024S1,25,M,L1,Droit,Rural,5.8,5.5,0.9,3.3,2.9,2,4,5,16.2,0,6.2,1.3,3,Faible
1129,2023S2,24,M,L1,Médecine,Rural,4.2,1.8,1.3,2.4,2.8,3,3,4,13.9,1,4.3,4.2,4,Moyen
1130,2024S2,23,M,L2,Gestion,Urbain,5.8,5.1,3.3,1.4,3.3,2,4,5,12.5,0,3.4,3.7,3,Faible
1130,2024S1,17,F,M1,Sciences,Rural,7.6,5.9,5.9,3.9,2.1,1,5,4,11.0,0,3.3,2.1,2,Faible
1131,2023S1,20,F,L3,Sciences,Urbain,5.3,6.6,4.2,2.1,1.6,4,2,5,11.0,0,5.6,3.6,4,Moyen
1131,2024S2,23,M,L2,Ingénierie,Urbain,3.5,5.7,3.1,4.5,2.1,2,1,2,8.6,1,5.8,3.7,4,Moyen
1132,2023S2,27,F,L3,Ingénierie,Urbain,6.0,6.8,3.8,4.5,3.5,1,3,5,6.0,1,5.1,3.2,3,Faible
1132,2023S2,23,F,L1,Gestion,Rural,5.1,6.0,0.4,4.3,3.1,3,4,4,8.2,1,5.7,2.0,3,Faible
1133,2023S2,22,M,L3,Gestion,Rural,6.3,4.0,2.5,5.2,2.1,3,3,3,15.5,0,1.9,3.0,2,Faible
1133,2023S1,24,F,L1,Ingénierie,Rural,6.0,5.2,4.3,0.0,3.7,1,2,4,9.9,0,3.5,4.4,2,Faible
1134,2024S2,27,F,L1,Gestion,Urbain,6.5,4.0,3.9,7.0,4.8,1,1,2,10.4,0,4.0,2.5,2,Faible
1134,2024S2,22,M,L2,Sciences,Urbain,7.9,5.3,4.6,3.9,5.8,2,3,5,15.1,0,4.4,3.4,2,Faible
1135,2023S1,26,M,L2,Sciences,Urbain,5.8,6.0,4.8,5.4,5.8,4,5,5,6.0,1,4.3,2.7,3,Faible
1135,2024S2,19,F,L1,Lettres,Rural,6.4,4.3,3.9,2.0,6.8,4,5,5,10.2,0,3.5,1.2,3,Faible
